x,y,Ca,K,Fe,Zn,Cu,Mn,S,P,Cl,Si,Br,Sr
60,7,0.665,2.295,1.623,0.331,1.352,1.805,2.052,1.957,0.797,1.378,1.516,1.857
60,8,1.669,0.433,1.15,1.713,0.741,0.728,1.517,1.342,1.322,2.264,1.542,0.662
60,9,1.745,1.335,1.531,1.247,0.466,0.93,1.523,1.072,0.867,1.531,0.533,0.576
60,10,1.155,0.86,1.719,2.212,1.451,1.383,0.0,1.758,1.433,1.456,2.064,0.361
60,11,0.972,1.114,1.045,0.962,0.0,1.659,1.636,0.911,1.148,0.945,1.148,2.262
60,12,1.236,0.92,1.251,1.514,0.58,0.725,1.262,1.382,1.54,1.436,1.926,0.349
60,13,0.725,1.831,1.152,1.367,1.648,1.662,1.502,1.601,2.167,0.458,1.26,0.618
60,14,0.309,0.807,1.586,1.415,0.883,0.736,1.032,0.347,0.407,0.526,1.117,1.945
60,15,0.458,2.22,1.114,1.359,1.778,1.078,0.265,0.663,1.49,2.081,0.079,1.875
60,16,0.902,2.234,1.364,1.734,1.273,2.249,1.559,0.743,1.542,0.681,2.061,0.695
60,17,1.467,1.351,1.355,1.487,1.788,1.721,1.272,1.39,1.098,0.523,0.944,1.279
60,18,12.359,6.883,1.082,5.336,1.126,0.919,6.238,4.438,3.591,0.698,3.191,2.835
60,19,11.436,7.339,2.199,4.707,0.63,3.693,4.89,5.354,4.063,1.643,2.092,1.625
60,20,13.387,3.92,1.409,2.877,1.64,2.852,6.466,4.348,3.285,0.823,2.655,2.437
60,21,12.195,5.567,1.849,3.76,1.875,1.984,6.23,5.76,4.081,1.189,2.321,3.591
60,22,14.048,5.878,1.604,5.133,1.261,2.59,6.328,4.696,3.607,0.967,2.898,3.02
60,23,11.64,6.312,1.669,3.825,1.331,3.691,6.159,3.987,4.362,0.886,2.052,2.151
60,24,12.045,7.084,1.478,5.276,0.083,2.644,5.529,4.095,5.256,0.454,2.456,2.614
60,25,11.135,7.379,0.868,3.626,0.852,3.619,8.319,5.525,5.32,1.73,3.236,3.69
60,26,12.492,6.834,2.028,3.425,0.805,1.601,6.923,4.42,3.968,0.441,2.53,1.735
60,27,10.115,5.448,0.741,5.248,1.283,2.508,6.653,5.259,4.351,2.195,2.423,2.028
60,28,10.988,7.257,1.593,4.819,1.614,2.729,6.22,6.384,5.688,1.904,2.053,3.29
60,29,11.992,4.654,1.761,4.433,2.237,2.723,7.704,3.814,4.696,2.413,2.119,3.792
60,30,8.557,5.22,2.097,4.977,0.542,2.471,5.564,5.3,4.531,0.979,2.358,2.601
60,31,12.255,5.199,1.908,3.455,0.959,2.971,7.277,5.977,5.122,0.463,2.691,3.132
60,32,11.918,6.073,0.358,4.382,1.688,2.858,4.796,4.69,5.299,1.809,2.442,2.355
60,33,0.77,1.886,0.056,1.539,0.751,1.1,1.862,0.525,1.903,1.383,1.249,0.698
60,34,1.253,0.59,1.726,1.195,0.324,0.626,0.509,1.135,2.007,1.945,0.973,0.749
60,35,0.703,1.687,2.085,1.869,1.319,1.295,1.046,0.977,1.497,2.055,1.401,1.103
60,36,1.29,0.731,1.71,1.079,1.541,0.154,0.709,1.869,0.499,1.637,0.812,0.669
60,37,1.239,2.117,0.643,1.714,1.853,1.789,0.9,1.062,0.478,1.778,0.999,1.482
60,38,1.526,0.801,0.788,0.154,1.353,1.461,0.895,1.466,0.866,1.424,2.707,1.216
60,39,1.106,2.21,1.306,0.95,0.784,0.679,0.818,1.944,1.975,1.028,1.016,0.451
60,40,1.154,1.412,1.568,1.398,0.885,1.904,0.674,1.019,1.724,1.449,0.952,1.085
60,41,0.497,0.873,1.459,0.96,2.091,1.587,2.058,1.783,2.171,0.873,1.19,1.341
60,42,1.291,1.2,1.138,0.3,1.167,0.937,0.733,1.15,1.126,1.629,0.899,1.312
60,43,1.749,1.031,2.221,1.458,1.634,0.552,1.326,1.449,1.024,1.821,1.19,0.891
60,44,0.993,1.358,1.175,0.801,1.168,1.036,1.068,0.614,1.904,1.394,1.464,1.642
60,45,0.593,1.563,1.249,1.891,0.994,1.06,0.143,1.392,1.852,1.985,1.059,1.214
60,46,1.83,1.813,0.677,1.635,1.68,1.848,1.402,1.424,0.999,1.373,0.518,1.381
60,47,0.941,1.374,1.077,0.642,1.495,0.071,1.778,2.16,1.509,0.107,0.838,0.919
60,48,1.666,1.835,1.114,1.977,0.705,0.825,0.447,1.035,1.039,1.27,0.395,1.504
60,49,1.313,2.091,1.877,1.411,1.325,0.378,1.28,0.376,1.154,1.861,0.829,1.238
60,50,1.952,1.526,1.51,1.731,1.73,1.901,1.923,0.581,1.617,1.967,1.243,1.173
61,1,1.363,1.391,0.544,1.449,1.049,0.934,1.251,1.348,2.054,1.866,1.114,1.129
61,2,1.528,1.628,0.772,1.168,1.521,1.403,1.279,0.747,0.953,1.99,1.507,1.213
61,3,0.827,1.504,1.786,1.908,2.129,0.553,0.983,1.145,0.049,1.966,0.662,2.43
61,4,1.481,1.534,0.818,1.768,0.699,0.711,1.304,1.712,1.257,1.47,1.181,1.074
61,5,1.639,1.215,1.681,1.45,0.316,2.15,1.222,2.006,1.154,1.228,0.672,1.551
61,6,1.012,1.224,1.057,1.666,2.148,1.598,1.007,1.13,2.094,1.351,0.408,1.896
61,7,0.916,1.479,1.869,0.964,1.129,1.714,1.158,1.066,1.504,0.991,0.345,2.281
61,8,0.587,1.695,0.27,1.764,1.411,2.005,1.68,1.74,0.553,1.384,1.218,1.697
61,9,0.573,1.074,1.752,1.99,1.004,2.116,1.303,1.907,1.424,1.8,1.337,0.693
61,10,1.235,0.412,0.704,1.204,1.46,1.474,0.616,1.564,1.974,0.726,1.62,1.549
61,11,1.187,1.201,0.545,0.964,2.494,1.328,0.914,1.113,0.24,1.23,0.949,0.264
61,12,0.836,1.032,1.024,1.593,1.772,1.413,0.536,1.983,1.262,0.98,1.703,0.455
61,13,1.52,1.384,1.995,1.152,1.668,1.247,0.969,0.567,2.292,0.808,1.675,1.266
61,14,1.403,1.665,1.669,1.851,1.11,0.323,1.175,0.367,1.871,1.01,1.293,0.971
61,15,1.704,1.968,1.722,0.152,1.08,0.764,0.747,1.06,0.802,0.779,0.986,1.618
61,16,2.015,2.097,1.305,1.57,1.15,1.722,0.7,1.055,1.317,0.649,1.055,1.598
61,17,1.275,0.845,0.0,1.112,2.094,1.431,1.59,1.356,0.701,0.494,0.54,1.43
61,18,1.028,0.534,0.499,0.655,1.314,1.585,1.339,1.237,1.572,1.031,1.167,0.258
61,19,9.779,5.26,0.583,4.435,0.945,2.551,7.446,5.51,4.417,1.156,2.977,3.859
61,20,10.912,5.541,1.23,4.81,1.778,2.003,5.678,4.409,4.249,1.017,2.765,3.249
61,21,10.754,4.952,1.046,4.072,2.261,3.777,6.53,5.016,3.446,1.231,2.499,4.829
61,22,10.652,6.963,0.893,4.227,0.779,2.494,6.288,6.781,4.868,1.705,2.617,3.305
61,23,10.502,5.374,1.69,4.823,0.866,2.833,6.377,6.049,4.51,0.853,2.425,2.301
61,24,10.774,7.06,1.082,4.589,1.619,3.182,5.579,3.802,4.764,0.927,3.155,3.829
61,25,13.36,5.92,1.78,4.486,2.173,3.178,4.788,6.68,3.635,0.664,2.646,3.282
61,26,8.93,4.226,0.345,2.902,1.485,2.38,6.11,4.475,2.925,1.072,2.678,3.526
61,27,10.215,5.317,0.487,5.151,0.86,3.013,6.537,5.565,5.911,1.719,1.449,3.485
61,28,13.289,5.067,1.428,5.345,1.062,2.334,7.702,4.216,4.434,1.624,1.422,2.475
61,29,11.344,3.794,1.297,3.855,1.281,2.696,7.292,5.104,4.903,2.138,3.383,2.938
61,30,12.632,5.139,0.464,5.609,2.241,2.229,7.45,5.197,4.774,1.747,1.751,2.73
61,31,12.198,5.588,2.085,3.82,0.699,2.417,6.572,4.933,3.732,0.847,3.76,3.288
61,32,1.545,0.852,0.353,1.093,1.959,2.138,0.785,1.089,1.091,1.285,0.571,1.238
61,33,1.131,1.699,1.84,0.051,1.271,1.742,1.605,1.971,1.168,1.551,1.612,0.265
61,34,1.74,0.829,0.286,1.085,1.533,1.383,1.292,1.221,2.003,1.246,2.186,1.691
61,35,0.806,0.523,1.339,0.478,0.816,1.268,0.306,0.725,0.751,2.249,1.241,1.054
61,36,0.794,0.642,1.359,2.059,0.559,1.754,1.828,1.293,1.194,1.435,0.559,0.969
61,37,1.489,1.065,1.566,2.24,1.699,1.453,1.295,0.291,1.786,1.673,1.119,0.411
61,38,0.555,2.115,1.343,1.788,1.118,1.259,1.51,1.49,1.658,1.209,1.514,1.618
61,39,0.655,1.644,2.13,0.644,1.688,1.87,0.0,0.344,1.608,0.519,1.278,1.258
61,40,1.611,0.462,0.667,0.223,1.224,1.823,0.599,0.996,1.08,1.502,0.919,1.628
61,41,0.144,1.946,0.348,1.39,1.049,0.275,1.37,2.147,1.362,2.023,1.148,1.483
61,42,0.8,1.408,1.337,0.851,0.706,1.982,0.826,1.515,0.354,1.499,0.75,0.805
61,43,1.641,0.685,0.93,1.683,0.849,1.847,1.556,1.805,1.685,0.0,0.75,1.778
61,44,1.264,0.991,0.862,0.706,2.073,1.163,1.072,1.469,0.945,1.818,1.22,0.91
61,45,0.811,1.531,0.218,1.256,1.26,1.076,1.705,2.12,1.363,1.803,2.327,0.846
61,46,1.667,2.203,1.532,1.584,1.327,0.194,1.636,0.963,0.895,1.194,0.823,0.27
61,47,1.489,0.336,0.662,1.798,1.535,2.098,0.698,1.829,1.723,1.997,0.615,1.427
61,48,1.977,1.551,0.674,1.452,1.26,1.245,1.265,1.276,2.122,0.052,1.843,1.541
61,49,1.875,0.75,0.545,1.017,1.448,1.213,1.222,0.378,0.984,1.13,1.381,1.049
61,50,2.017,1.695,0.572,1.53,0.782,2.004,0.474,2.207,1.042,2.179,0.507,0.81
62,1,1.981,0.65,1.102,1.885,0.723,1.205,0.835,1.497,1.834,1.245,1.156,1.487
62,2,0.176,2.017,1.02,1.969,1.281,1.473,1.913,1.719,0.939,1.488,1.474,2.05
62,3,0.54,1.583,1.445,1.653,0.845,0.516,1.043,1.371,2.435,0.648,1.726,0.401
62,4,0.834,0.938,0.538,1.236,1.883,1.726,1.094,2.197,1.527,1.111,1.165,0.868
62,5,1.121,0.439,0.919,1.548,0.912,1.469,0.579,0.566,1.41,1.185,0.721,1.153
62,6,1.359,1.373,0.684,0.847,1.001,1.442,0.279,2.003,1.097,1.151,1.11,0.665
62,7,1.351,0.493,0.308,0.756,1.119,2.419,0.937,0.741,1.054,0.651,0.933,2.177
62,8,1.066,1.755,1.4,1.844,2.128,1.114,1.038,1.675,1.805,1.324,1.466,1.657
62,9,0.554,0.651,0.903,1.068,0.852,1.726,1.552,1.509,1.14,1.727,1.175,0.998
62,10,1.073,0.698,0.981,1.165,1.504,0.91,1.778,1.724,1.15,1.11,0.865,1.217
62,11,2.268,2.036,1.137,1.227,1.89,0.874,0.378,1.257,1.665,2.105,1.225,1.447
62,12,1.281,0.218,0.855,1.007,0.616,0.59,1.415,0.0,1.872,1.245,2.182,0.824
62,13,2.031,0.899,1.724,0.934,1.606,1.453,2.646,1.116,1.653,1.29,1.681,0.732
62,14,0.969,2.181,2.255,1.899,1.681,0.667,1.258,1.659,0.596,1.83,0.92,0.687
62,15,1.603,1.078,1.658,1.996,1.241,1.266,1.58,0.852,0.974,1.745,1.817,2.563
62,16,1.661,1.717,0.855,0.948,1.693,0.427,1.227,0.931,1.703,1.98,0.583,1.805
62,17,0.501,1.862,1.337,0.395,1.615,1.484,1.883,1.533,1.605,1.13,1.564,1.96
62,18,0.67,1.172,1.719,1.854,0.923,1.883,1.597,1.93,0.951,0.985,0.923,1.259
62,19,1.188,0.839,1.884,1.381,1.005,1.541,1.16,2.083,0.479,1.549,1.119,0.376
62,20,12.183,6.977,1.725,4.514,0.751,3.47,5.368,5.828,4.954,1.612,2.839,2.6
62,21,12.03,6.508,0.588,3.777,0.884,2.98,7.735,4.577,3.874,0.833,2.344,3.522
62,22,12.718,7.446,1.27,2.817,1.729,3.756,7.13,5.116,4.557,0.538,3.146,3.433
62,23,11.363,6.109,0.963,4.847,1.959,2.764,5.749,4.089,4.573,1.522,2.436,2.754
62,24,10.481,6.358,1.495,4.292,2.29,2.107,7.961,5.082,4.987,1.203,3.079,2.542
62,25,10.713,3.849,1.261,4.358,0.475,1.582,7.444,4.215,3.528,1.516,2.479,4.04
62,26,10.997,5.913,2.027,3.816,2.357,2.961,5.2,5.439,4.853,1.458,3.198,3.627
62,27,9.264,5.599,1.727,3.324,1.571,2.916,8.459,5.595,3.996,2.292,3.27,3.126
62,28,8.17,6.436,1.809,4.745,1.028,2.138,5.434,3.543,4.13,1.214,3.521,3.153
62,29,11.861,7.569,0.094,4.51,1.045,2.365,8.218,6.352,4.733,1.023,1.141,3.582
62,30,12.397,4.749,0.577,4.013,1.243,3.406,7.077,6.004,4.951,0.715,2.804,3.093
62,31,0.64,0.606,0.697,1.288,0.45,2.122,2.071,1.582,1.071,0.917,0.42,0.805
62,32,0.545,1.306,1.908,1.289,1.459,1.423,0.818,1.501,0.904,0.319,1.097,1.167
62,33,0.468,0.523,0.806,1.958,0.844,1.028,0.827,1.21,1.312,2.415,0.643,1.507
62,34,0.857,0.934,1.766,1.879,1.709,0.0,0.886,0.551,1.406,0.658,1.489,1.993
62,35,0.851,0.745,1.088,1.7,1.862,0.499,0.697,1.434,1.788,1.566,1.012,1.553
62,36,1.587,0.712,0.784,1.435,1.62,1.242,1.352,1.379,1.767,1.644,2.419,0.616
62,37,1.476,2.079,1.246,2.229,0.538,1.49,1.17,1.816,1.718,0.596,0.476,1.518
62,38,0.068,1.677,0.763,1.339,2.232,1.033,1.191,0.94,0.871,0.806,0.943,0.87
62,39,1.689,0.77,1.514,1.057,0.81,1.446,1.244,0.657,1.465,1.084,0.055,2.043
62,40,1.366,1.17,1.891,0.469,1.492,1.468,1.558,2.11,1.247,0.998,1.335,1.212
62,41,0.879,1.774,0.967,0.85,1.773,1.404,1.728,1.44,0.91,1.908,0.739,1.859
62,42,1.295,1.15,1.607,0.272,1.731,1.818,1.99,1.373,1.463,0.61,1.446,1.946
62,43,1.104,0.602,1.286,1.438,0.583,0.651,0.846,2.155,1.302,0.919,1.469,0.993
62,44,1.785,1.28,2.289,1.156,0.849,1.815,1.6,0.21,0.14,0.837,0.599,0.877
62,45,0.776,0.437,1.521,1.497,0.833,0.482,0.837,0.667,1.496,1.807,1.464,0.686
62,46,0.981,1.947,2.645,1.391,1.107,1.188,0.349,1.639,1.68,2.177,0.46,1.04
62,47,1.727,0.334,1.978,0.962,1.313,1.917,1.864,2.045,1.873,0.317,1.305,0.181
62,48,1.068,1.882,1.212,1.055,0.501,1.513,1.387,2.146,0.915,0.481,1.272,1.002
62,49,1.009,1.054,0.119,2.247,1.388,2.035,0.907,1.921,1.252,0.154,0.344,1.568
62,50,0.916,2.339,1.391,1.668,1.385,1.857,1.987,0.557,1.479,0.785,1.778,1.642
63,1,2.072,2.471,1.563,0.86,1.54,2.18,1.1,1.551,1.916,0.119,1.623,2.069
63,2,0.908,1.674,1.445,0.544,1.572,0.652,1.449,1.385,0.941,1.615,1.515,1.11
63,3,2.327,0.481,1.134,1.039,0.0,1.908,0.732,1.351,1.624,0.96,0.34,1.323
63,4,1.041,1.191,1.525,1.383,2.148,1.184,0.732,2.131,0.94,1.681,1.559,1.329
63,5,0.313,1.16,0.477,1.193,1.41,1.385,2.192,1.084,0.39,0.36,1.016,1.544
63,6,1.865,0.65,0.785,2.236,1.093,1.574,1.229,0.832,0.372,0.878,1.13,1.243
63,7,0.626,1.56,1.159,0.779,0.886,0.991,1.384,1.875,1.619,0.977,0.814,0.662
63,8,0.327,1.08,0.969,0.898,1.176,1.605,1.507,1.886,2.3,1.366,2.076,1.452
63,9,1.328,1.716,1.046,1.113,0.645,0.82,0.806,0.991,1.457,1.911,0.31,1.007
63,10,1.206,1.443,1.787,2.392,1.418,0.629,0.107,0.519,2.173,1.189,0.818,1.199
63,11,0.833,0.573,2.027,0.748,1.71,1.103,1.664,1.897,1.796,1.483,1.654,0.706
63,12,1.595,0.531,0.714,1.625,1.53,0.221,0.773,1.54,2.01,1.378,1.3,1.039
63,13,1.71,0.647,1.083,1.642,2.06,1.722,1.467,1.527,1.191,0.907,0.916,1.758
63,14,1.845,0.736,2.162,0.669,1.221,1.913,1.413,1.198,2.078,0.161,1.442,0.914
63,15,1.717,1.116,0.994,1.124,1.073,0.643,1.661,0.953,1.073,0.988,1.597,1.726
63,16,0.862,1.643,1.844,1.084,0.537,0.903,0.659,0.98,1.441,0.367,2.337,1.65
63,17,0.735,1.428,2.406,1.801,1.28,1.162,0.715,1.264,0.395,1.934,0.568,2.523
63,18,1.457,0.798,2.262,1.928,1.619,2.153,0.5,1.665,0.748,0.887,1.312,1.535
63,19,1.588,0.919,1.777,0.604,1.428,1.079,1.062,2.096,1.23,1.589,1.746,0.573
63,20,1.699,1.676,1.999,0.871,0.663,1.033,0.206,1.09,0.855,2.247,1.857,2.017
63,21,11.33,4.475,1.291,3.866,1.057,3.515,7.444,4.62,4.083,1.805,2.444,3.254
63,22,12.087,5.795,0.981,3.862,1.653,3.276,7.781,4.579,3.673,1.032,1.487,3.727
63,23,10.831,6.863,0.776,4.002,1.638,2.15,7.999,6.597,3.726,0.541,2.401,4.27
63,24,9.377,6.532,2.464,5.285,1.035,1.944,7.304,6.096,2.946,1.283,2.927,4.574
63,25,12.658,7.334,1.396,3.924,2.285,2.949,8.223,5.233,5.72,1.094,2.961,3.368
63,26,10.045,5.372,1.483,5.567,2.279,2.28,8.685,5.147,2.597,0.487,2.786,3.229
63,27,11.495,7.416,1.471,5.129,1.559,3.134,6.079,4.615,3.906,0.802,1.606,2.802
63,28,9.99,5.998,1.094,3.296,1.911,2.873,8.326,5.082,2.477,1.629,2.77,4.125
63,29,10.737,6.211,1.637,4.361,1.776,2.965,6.571,3.922,4.771,1.379,2.172,3.503
63,30,0.812,1.66,1.609,1.533,1.574,1.09,0.599,1.324,1.044,0.355,0.808,1.542
63,31,0.888,1.799,0.556,1.115,1.015,0.392,0.956,1.046,1.272,0.446,1.423,1.623
63,32,1.999,1.779,1.198,0.83,1.694,0.0,0.903,0.858,0.992,1.511,1.399,0.015
63,33,0.178,0.459,0.522,1.188,0.89,1.068,1.029,1.804,1.933,1.336,1.832,0.968
63,34,1.557,2.351,0.201,1.482,0.951,1.572,1.197,1.131,1.503,0.836,1.016,0.837
63,35,1.177,0.861,1.108,0.799,0.796,1.554,1.321,0.441,0.578,0.655,1.052,1.534
63,36,2.034,2.303,1.54,1.32,1.44,1.366,1.059,0.725,1.667,1.096,1.403,0.829
63,37,1.206,1.576,0.985,1.052,1.061,1.741,1.764,0.624,1.366,1.502,0.244,1.708
63,38,0.715,0.858,2.015,1.339,1.358,1.521,2.085,1.632,0.942,0.567,0.627,0.52
63,39,2.336,1.645,0.588,1.488,1.533,0.586,1.461,1.366,1.288,2.175,1.55,2.439
63,40,1.925,1.839,1.421,1.221,1.404,1.669,1.087,1.393,1.42,0.998,2.914,0.905
63,41,0.817,1.474,0.845,0.777,1.782,0.643,1.323,1.237,1.433,1.362,0.574,0.672
63,42,1.154,0.628,1.286,1.974,1.411,1.466,1.558,1.23,2.308,0.521,1.294,0.711
63,43,2.026,1.514,1.569,1.235,1.54,0.522,1.311,1.166,1.187,1.712,0.663,2.042
63,44,0.882,1.719,0.325,0.836,1.417,1.173,2.093,2.333,1.852,1.777,1.527,0.722
63,45,2.054,1.05,1.073,1.295,2.121,1.219,1.171,0.512,0.952,1.225,0.035,1.452
63,46,0.543,1.51,1.493,1.411,1.726,1.182,1.555,1.188,1.513,1.409,2.144,1.755
63,47,1.482,0.422,1.46,0.534,1.338,1.429,0.194,1.188,0.841,1.848,0.856,1.394
63,48,1.721,1.218,1.404,1.503,1.128,0.506,0.671,1.838,1.523,1.117,1.756,1.005
63,49,1.733,2.042,1.911,1.907,1.478,0.292,1.238,2.332,2.349,1.185,1.731,1.32
63,50,1.322,1.576,0.374,1.463,0.903,1.283,0.81,2.023,0.928,1.608,0.907,1.529
64,1,1.387,2.218,0.706,0.505,0.992,1.223,1.114,0.887,1.529,1.216,1.475,1.826
64,2,0.406,1.657,0.482,1.113,1.473,1.739,1.788,0.86,0.811,1.715,0.762,1.74
64,3,0.848,1.772,2.673,1.672,1.327,0.747,1.56,0.896,1.155,0.94,1.841,1.235
64,4,0.987,1.363,1.195,1.744,1.256,0.871,0.739,1.734,0.837,1.454,1.851,1.02
64,5,1.463,0.546,1.242,1.094,0.293,1.572,1.564,2.221,1.728,1.355,1.43,1.333
64,6,1.343,0.156,2.005,1.101,1.083,1.862,1.293,1.285,1.063,1.658,1.427,1.624
64,7,1.223,2.205,0.958,1.453,1.661,1.07,0.99,1.55,1.16,0.747,0.498,0.732
64,8,1.889,1.245,0.099,1.373,1.442,1.539,0.642,1.16,0.237,1.433,1.677,0.971
64,9,1.254,0.757,1.67,0.692,1.349,0.101,1.436,1.168,0.741,1.602,1.902,0.982
64,10,0.736,1.282,1.285,0.79,2.305,2.154,2.023,1.651,0.681,1.199,1.35,1.653
64,11,0.561,1.597,1.23,2.093,0.728,1.889,0.606,1.395,1.115,0.76,1.79,1.147
64,12,2.01,0.905,1.389,1.18,1.375,2.089,1.912,0.998,0.758,1.291,0.984,0.051
64,13,1.686,0.465,2.09,1.037,1.179,1.437,0.57,1.032,0.445,2.083,1.241,0.902
64,14,0.885,1.078,1.096,1.93,1.57,0.605,1.363,0.657,1.407,0.404,1.097,1.151
64,15,1.317,1.253,1.634,0.585,1.657,0.731,0.555,1.323,1.649,1.236,0.16,1.169
64,16,0.108,1.121,1.523,0.493,1.612,1.444,1.264,0.729,1.191,1.777,0.176,0.639
64,17,1.444,0.932,1.54,1.67,1.485,1.25,2.143,1.022,0.676,2.021,1.513,2.07
64,18,2.17,0.771,2.106,1.933,1.521,0.979,0.491,1.311,0.972,0.307,0.859,1.078
64,19,1.572,1.546,1.063,1.875,0.547,1.513,1.834,1.892,1.328,1.117,1.029,1.323
64,20,1.761,1.388,1.211,0.871,0.93,1.713,1.138,1.308,0.629,0.934,0.925,2.071
64,21,0.653,1.261,0.61,0.944,1.336,1.204,0.959,1.543,0.869,1.08,2.094,1.151
64,22,13.081,4.079,1.59,4.367,1.549,2.925,7.969,5.711,2.608,0.782,2.476,3.573
64,23,8.792,5.84,0.459,4.571,0.023,2.34,6.053,5.753,5.201,1.499,1.97,2.865
64,24,11.06,5.541,0.891,3.473,1.187,2.16,7.506,4.783,5.108,1.623,3.191,3.688
64,25,10.429,5.996,2.036,3.905,0.716,2.771,5.395,5.767,4.081,1.458,2.939,4.43
64,26,13.166,4.394,1.406,4.2,0.883,2.558,7.41,3.773,6.175,0.862,2.777,1.915
64,27,10.671,6.61,1.664,5.193,1.628,2.986,8.046,5.036,3.523,0.881,2.068,3.86
64,28,12.519,5.169,0.809,3.718,1.619,3.154,7.668,4.816,4.919,0.868,3.856,4.116
64,29,1.845,0.37,0.605,0.756,2.097,1.78,0.62,0.977,0.725,1.936,1.98,1.333
64,30,2.211,1.254,0.732,0.395,1.066,1.229,1.643,2.063,1.315,1.462,1.74,0.989
64,31,0.166,0.101,1.119,1.747,0.993,1.63,2.044,1.827,2.2,1.08,1.846,1.037
64,32,1.676,1.546,1.69,0.602,1.25,1.309,0.572,0.669,1.208,0.435,1.304,0.791
64,33,0.727,1.033,0.623,1.63,1.645,1.878,1.443,1.811,0.838,1.85,0.87,1.422
64,34,0.771,2.032,1.109,1.073,0.68,1.822,0.636,1.792,0.991,1.181,0.761,1.155
64,35,0.961,0.633,1.763,0.321,1.71,1.379,2.109,0.697,0.874,0.433,0.67,1.377
64,36,1.846,0.88,1.77,1.346,0.667,0.325,1.411,0.959,1.655,1.327,1.672,1.63
64,37,1.83,0.826,0.842,1.426,0.292,1.966,1.213,1.129,1.8,1.059,1.429,1.028
64,38,1.026,2.169,0.755,1.888,1.485,1.197,1.318,0.841,1.278,1.651,1.837,0.578
64,39,0.838,1.935,1.705,1.246,1.504,0.644,1.448,0.891,0.961,1.233,1.601,0.791
64,40,0.719,0.542,1.423,1.434,1.143,1.815,1.032,0.086,1.525,1.576,1.448,0.606
64,41,1.267,2.048,1.256,1.431,0.916,1.069,1.871,1.061,1.003,1.278,0.539,1.512
64,42,2.494,0.814,1.633,0.487,1.103,0.149,1.769,1.428,1.386,0.511,1.172,1.111
64,43,0.785,1.912,1.512,1.665,1.509,1.447,2.059,1.264,0.852,1.181,0.82,1.554
64,44,2.064,1.143,0.979,1.338,1.224,0.907,1.723,1.65,2.275,1.661,0.611,1.853
64,45,1.528,0.551,0.73,1.419,0.482,0.596,0.989,1.617,1.072,0.516,0.374,1.817
64,46,1.138,1.631,0.927,2.127,1.367,1.108,0.714,0.856,1.002,1.693,0.852,0.982
64,47,0.867,0.427,0.761,1.25,1.93,1.24,1.259,1.01,1.982,2.018,0.815,1.745
64,48,1.051,0.644,1.681,1.998,1.003,2.102,1.491,1.254,2.08,0.731,1.859,2.282
64,49,1.233,1.381,1.003,0.894,1.556,1.189,1.404,1.425,2.291,1.532,1.767,1.792
64,50,1.449,2.448,1.691,1.046,1.543,2.253,1.346,0.603,2.143,0.922,0.933,0.974
65,1,1.737,1.292,0.99,0.952,1.631,1.47,2.058,0.632,0.0,1.13,1.999,1.503
65,2,0.888,0.49,1.95,1.775,1.278,0.965,0.911,0.0,2.169,0.627,1.213,1.441
65,3,1.154,1.45,1.124,1.092,1.291,1.746,1.848,1.163,2.321,1.187,1.965,1.566
65,4,1.291,0.335,0.889,0.298,0.629,1.599,0.844,0.207,0.993,1.43,1.757,1.856
65,5,1.38,2.266,0.908,1.184,0.317,1.577,1.902,1.419,1.727,0.928,2.002,1.422
65,6,2.382,0.675,1.057,1.596,1.911,1.524,1.852,1.219,0.725,1.318,1.164,1.308
65,7,1.447,1.356,0.776,1.917,2.178,1.621,1.402,1.432,1.021,1.52,0.905,1.22
65,8,1.133,1.703,0.462,1.331,1.919,1.737,1.044,0.633,1.046,1.234,2.318,1.952
65,9,1.147,1.004,1.53,0.675,1.4,0.457,1.335,0.62,0.682,1.69,1.466,2.267
65,10,1.171,0.673,1.553,0.899,1.511,0.837,1.616,0.556,1.991,1.742,1.818,1.442
65,11,0.448,2.19,0.65,1.74,2.406,1.063,0.009,1.632,0.889,1.432,0.861,1.81
65,12,1.811,1.493,1.769,1.07,1.687,0.47,1.628,1.281,0.798,1.233,1.605,1.662
65,13,1.509,1.344,1.325,1.848,1.087,0.741,1.334,1.206,1.121,1.892,2.342,1.537
65,14,1.536,0.984,1.563,0.385,1.558,1.639,1.23,2.076,1.695,0.974,1.554,0.992
65,15,0.222,0.93,1.983,1.227,1.674,1.789,0.515,0.988,1.16,1.218,1.15,1.093
65,16,2.191,1.349,1.708,0.625,0.786,1.791,1.705,0.629,1.191,0.979,1.251,1.939
65,17,1.413,1.609,1.23,1.122,1.903,1.483,0.307,2.196,1.102,1.812,0.532,0.969
65,18,0.53,2.024,2.181,1.204,0.986,1.026,2.16,0.213,1.776,1.459,0.253,1.007
65,19,1.299,1.356,1.031,1.244,1.396,1.591,0.254,1.037,0.147,2.093,1.308,1.812
65,20,1.717,0.858,1.827,1.368,1.425,0.938,0.938,1.298,1.953,0.689,0.826,1.385
65,21,0.612,1.808,1.253,1.281,2.145,0.918,1.566,1.53,1.085,0.201,1.757,1.508
65,22,0.373,1.485,0.135,1.238,1.254,1.461,1.711,1.371,1.561,1.4,0.057,1.946
65,23,1.187,0.721,1.811,1.193,1.952,1.832,1.822,0.58,1.449,0.485,1.629,0.499
65,24,0.8,1.617,0.991,2.196,0.737,1.149,1.056,1.346,0.912,1.637,1.035,0.862
